Database,Category,Subcategory,Paper Title
scopus,emotion,papers,tmfer: multimodal fusion emotion recognition algorithm based on transformer
scopus,emotion,papers,learning emotional prompt features with multiple views for visual emotion analysis
scopus,emotion,papers,novel dual-channel long short-term memory compressed capsule networks for emotion recognition
scopus,emotion,papers,ch-mead: a chinese multimodal conversational emotion analysis dataset with fine-grained emotion taxonomy
scopus,emotion,papers,multi-modal emotion recognition from speech and facial expression based on deep learning
scopus,emotion,papers,audiovisual classification of group emotion valence using activity recognition networks
scopus,emotion,papers,ter-ca-wgnn: trimodel emotion recognition using cumulative attribute-weighted graph neural network
scopus,emotion,papers,towards learning a joint representation from transformer in multimodal emotion recognition
scopus,emotion,papers,exploring attention mechanisms for multimodal emotion recognition in an emergency call center corpus
scopus,emotion,papers,multi-modal cnn features fusion for emotion recognition: a modified xception model
scopus,emotion,papers,using auxiliary tasks in multimodal fusion of wav2vec 2.0 and bert for multimodal emotion recognition
scopus,emotion,papers,a multiturn complementary generative framework for conversational emotion recognition
scopus,emotion,papers,"enhancing emotion recognition using multimodal fusion of physiological, environmental, personal data"
scopus,emotion,papers,mmd-mii model: a multilayered analysis and multimodal integration interaction approach revolutionizing music emotion classification
scopus,emotion,papers,conversational emotion detection and elicitation: a preliminary study
scopus,emotion,papers,wifi and vision enabled multimodal emotion recognition
scopus,emotion,papers,automatic detection of artifacts and improved classification models for emotional activity detection from multimodal physiological data
scopus,emotion,papers,multimodal speech emotion recognition based on aligned attention mechanism
scopus,emotion,papers,hierarchical attention approach in multimodal emotion recognition for human robot interaction
scopus,emotion,papers,jointly fine-tuning “bert-like” self supervised models to improve multimodal speech emotion recognition
scopus,emotion,papers,shapes of emotions: multimodal emotion recognition in conversations via emotion shifts
scopus,emotion,papers,abnormal emotion recognition based on audio-visual modality fusion
scopus,emotion,papers,context-dependent domain adversarial neural network for multimodal emotion recognition
scopus,emotion,papers,emotion recognition framework using multiple modalities for an effective human–computer interaction
scopus,emotion,papers,multimodal speech emotion recognition using modality-specific self-supervised frameworks
scopus,emotion,papers,a multimodal fusion-based deep learning framework combined with local-global contextual tcns for continuous emotion recognition from videos
scopus,emotion,papers,an end-to-end emotion recognition framework based on temporal aggregation of multimodal information
scopus,emotion,papers,emotion detection using convolutional neural network and long short-term memory: a deep multimodal framework
scopus,emotion,papers,quaternary classification of emotions based on electroencephalogram signals using hybrid deep learning model
scopus,emotion,papers,rba-gcn: relational bilevel aggregation graph convolutional network for emotion recognition
scopus,emotion,papers,a review of key technologies for emotion analysis using multimodal information
scopus,emotion,papers,metric learning-based multimodal audio-visual emotion recognition
scopus,emotion,papers,joyful: joint modality fusion and graph contrastive learning for multimodal emotion recognition
scopus,emotion,papers,learning to compose diversified prompts for image emotion classification
scopus,emotion,papers,mmateric: multi-task learning and multi-fusion for audiotext emotion recognition in conversation
scopus,emotion,papers,empirical comparison between deep and classical classifiers for speaker verification in emotional talking environments
scopus,emotion,papers,mcpn: a multiple cross-perception network for real-time emotion recognition in conversation
scopus,emotion,papers,audio-video based fusion mechanism using deep learning for categorical emotion recognition
scopus,emotion,papers,phymer: physiological dataset for multimodal emotion recognition with personality as a context
scopus,emotion,papers,automatic emotion recognition using temporal multimodal deep learning
scopus,emotion,papers,csat-ftcn: a fuzzy-oriented model with contextual self-attention network for multimodal emotion recognition
scopus,emotion,papers,dimensional emotion recognition method based on hierarchical attention mechanism
scopus,emotion,papers,mutual cross-attention in dyadic fusion networks for audio-video emotion recognition
scopus,emotion,papers,a multimodal hierarchical approach to speech emotion recognition from audio and text[formula presented]
scopus,emotion,papers,speech emotion recognition using global-aware cross-modal feature fusion network
scopus,emotion,papers,towards machine learning-based emotion recognition from multimodal data
scopus,emotion,papers,an eeg-based multi-modal emotion database with both posed and authentic facial actions for emotion analysis
scopus,emotion,papers,impact of lockdown on generation-z: a fuzzy based multimodal emotion recognition approach using cnn
scopus,emotion,papers,dialoguesmm: emotion recognition in conversation with speaker-aware multimodal multi-head attention
scopus,emotion,papers,multimodal learning with incompleteness towards multimodal sentiment analysis and emotion recognition task
scopus,emotion,papers,emotion-recognition algorithm based on weight-adaptive thought of audio and video
scopus,emotion,papers,"multimodal(audio, facial and gesture) based emotion recognition challenge"
scopus,emotion,papers,a multimodal music emotion classification method based on multifeature combined network classifier
scopus,emotion,papers,an empirical experiment on feature extractions based for speech emotion recognition
scopus,emotion,papers,multi-still: a lightweight multi-modal cross attention knowledge distillation method for the real-time emotion recognition service in edge-to-cloud continuum
scopus,emotion,papers,memor: a dataset for multimodal emotion reasoning in videos
scopus,emotion,papers,research on computer interaction design based on user emotion recognition algorithm
scopus,emotion,papers,two-stage adaptation for cross-corpus multimodal emotion recognition
scopus,emotion,papers,transforming psychological treatment: a novel emotion evaluation algorithm
scopus,emotion,papers,recognition of human emotion using radial basis function neural networks with inverse fisher transformed physiological signals
scopus,emotion,papers,interactive multimodal attention network for emotion recognition in conversation
scopus,emotion,papers,k-means clustering-based kernel canonical correlation analysis for multimodal emotion recognition in human-robot interaction
scopus,emotion,papers,mahaemosen: towards emotion-aware multimodal marathi sentiment analysis
scopus,emotion,papers,joint low-rank tensor fusion and cross-modal attention for multimodal physiological signals based emotion recognition
scopus,emotion,papers,image-text multimodal emotion classification via multi-view attentional network
scopus,emotion,papers,recognition of emotions in speech using convolutional neural networks on different datasets
scopus,emotion,papers,mobile emotion recognition via multiple physiological signals using convolution-augmented transformer
scopus,emotion,papers,deep cnn with late fusion for real time multimodal emotion recognition
scopus,emotion,papers,multiemo: an attention-based correlation-aware multimodal fusion framework for emotion recognition in conversations
scopus,emotion,papers,biosignal-based multimodal emotion recognition in a valence-arousal affective framework applied to immersive video visualization
scopus,emotion,papers,sequence modeling and feature fusion for multimodal emotion recognition
scopus,emotion,papers,mser: multimodal speech emotion recognition using cross-attention with deep fusion
scopus,emotion,papers,data augmentation and enhancement for multimodal speech emotion recognition
scopus,emotion,papers,research on emotion recognition based on parameter transfer and res2net
scopus,emotion,papers,easum: enhancing affective state understanding through joint sentiment and emotion modeling for multimodal tasks
scopus,emotion,papers,analysis of deap dataset for emotion recognition
scopus,emotion,papers,multi-modal sequence fusion via recursive attention for emotion recognition
scopus,emotion,papers,multimodal emotion recognition based on hybrid fusion
scopus,emotion,papers,learning deep multimodal affective features for spontaneous speech emotion recognition
scopus,emotion,papers,emotion recognition with multimodal transformer fusion framework based on acoustic and lexical information
scopus,emotion,papers,multimodal emotion recognition based on feature fusion
scopus,emotion,papers,multimodal stability-sensitive emotion recognition based on brainwave and physiological signals
scopus,emotion,papers,multimodal learning with deep boltzmann machine for emotion prediction in user generated videos
scopus,emotion,papers,automatic emotion recognition in children with autism: a systematic literature review
scopus,emotion,papers,emotiw 2023: emotion recognition in the wild challenge
scopus,emotion,papers,the emotions of the crowd: learning image sentiment from tweets via cross-modal distillation
scopus,emotion,papers,emotion understanding using multimodal information based on autobiographical memories for alzheimer’s patients
scopus,emotion,papers,multimodal deep learning model for subject-independent eeg-based emotion recognition
scopus,emotion,papers,mdemonet: a multimodal driver emotion recognition network for smart cockpit
scopus,emotion,papers,using facial micro-expressions in combination with eeg and physiological signals for emotion recognition
scopus,emotion,papers,detecting emotions from human speech: role of gender information
scopus,emotion,papers,a snapshot research and implementation of multimodal information fusion for data-driven emotion recognition
scopus,emotion,papers,audio-visual fusion for emotion recognition in the valence-arousal space using joint cross-attention
scopus,emotion,papers,detecting highlighted video clips through emotion-enhanced audio-visual cues
scopus,emotion,papers,content recommendation based on recognised emotion
scopus,emotion,papers,emotion aided multi-task framework for video embedded misinformation detection
scopus,emotion,papers,a multitask framework for emotion recognition using eeg and eye movement signals with adversarial training and attention mechanism
scopus,emotion,papers,intelligent classification of music emotions based on multi-feature fusion algorithm of feedforward neural network
scopus,emotion,papers,a facial expression-aware multimodal multi-task learning framework for emotion recognition in multi-party conversations
scopus,emotion,papers,hybrid multi-modal emotion recognition framework based on inceptionv3densenet
scopus,emotion,papers,multimodal music emotion recognition based on wldnn_gan
scopus,emotion,papers,improving multimodal fusion with main modal transformer for emotion recognition in conversation
scopus,emotion,papers,dual-waveform emotion recognition model for conversations
scopus,emotion,papers,towards new mappings between emotion representation models
scopus,emotion,papers,multimodal emotion recognition dataset in the wild (merdwild)
scopus,emotion,papers,real-time emotional health detection using fine-tuned transfer networks with multimodal fusion
scopus,emotion,papers,one for all: a unified generative framework for image emotion classification
scopus,emotion,papers,multimodal speech emotion recognition using cross attention with aligned audio and text
scopus,emotion,papers,a comparative study of arousal and valence dimensional variations for emotion recognition using peripheral physiological signals acquired from wearable sensors
scopus,emotion,papers,speech emotion recognition based on secondary feature reconstruction
scopus,emotion,papers,cnn-based emotional stress classification using smart learning dataset
scopus,emotion,papers,emotion-aware multimodal fusion for meme emotion detection
scopus,emotion,papers,exploring the algorithm for diagnosing burnout of counselors in higher vocational colleges in guangdong province based on emotion recognition
scopus,emotion,papers,emoeeg: a new multimodal dataset for dynamic eeg-based emotion recognition with audiovisual elicitation
scopus,emotion,papers,a multimodal corpus for emotion recognition in sarcasm
scopus,emotion,papers,a privacy-preserving multi-task learning framework for emotion and identity recognition from multimodal physiological signals
scopus,emotion,papers,cross-modal distillation with audio–text fusion for fine-grained emotion classification using bert and wav2vec 2.0
scopus,emotion,papers,attention-based 3d convolutional recurrent neural network model for multimodal emotion recognition
scopus,emotion,papers,telme: teacher-leading multimodal fusion network for emotion recognition in conversation
scopus,emotion,papers,long short term memory recurrent neural network based encoding method for emotion recognition in video
scopus,emotion,papers,multimodal emotion recognition with action features
scopus,emotion,papers,lgcct: a light gated and crossed complementation transformer for multimodal speech emotion recognition
scopus,emotion,papers,multimodal end-to-end sparse model for emotion recognition
scopus,emotion,papers,multimodal emotion recognition from art using sequential co-attention
scopus,emotion,papers,a gan-based data augmentation method for multimodal emotion recognition
scopus,emotion,papers,an overlapping sliding window and combined features based emotion recognition system for eeg signals
scopus,emotion,papers,med: multimodal emotion dataset in the wild
scopus,emotion,papers,cross attentional audio-visual fusion for dimensional emotion recognition
scopus,emotion,papers,multi-loop graph convolutional network for multimodal conversational emotion recognition
scopus,emotion,papers,"the muse 2023 multimodal sentiment analysis challenge: mimicked emotions, cross-cultural humour, and personalisation"
scopus,emotion,papers,multi-modal fusion network with complementarity and importance for emotion recognition
scopus,emotion,papers,multimodal approach to emotion recognition using deep learning
scopus,emotion,papers,a resilient overlay for human emotion recognition using mixed frameworks in machine-human interactions
scopus,emotion,papers,end-to-end modeling and transfer learning for audiovisual emotion recognition in-the-wild
scopus,emotion,papers,focus-attention-enhanced crossmodal transformer with metric learning for multimodal speech emotion recognition
scopus,emotion,papers,towards semantic multimodal emotion recognition for enhancing assistive services in ubiquitous robotics
scopus,emotion,papers,fusing facial and speech cues for enhanced multimodal emotion recognition
scopus,emotion,papers,quantum-inspired neural network for conversational emotion recognition
scopus,emotion,papers,maln: multimodal adversarial learning network for conversational emotion recognition
scopus,emotion,papers,a retrospective cnn-lsvm hybrid approach for multimodal emotion recognition
scopus,emotion,papers,incorporating spiking neural network for dynamic vision emotion analysis
scopus,emotion,papers,emotion recognition using heterogeneous convolutional neural networks combined with multimodal factorized bilinear pooling
scopus,emotion,papers,multimodal emotion recognition using deep neural networks
scopus,emotion,papers,bi-stream graph learning based multimodal fusion for emotion recognition in conversation
scopus,emotion,papers,"muse 2022 challenge: multimodal humour, emotional reactions, and stress"
scopus,emotion,papers,missing modality imagination network for emotion recognition with uncertain missing modalities
scopus,emotion,papers,multimodal attention network for continuous-time emotion recognition using video and eeg signals
scopus,emotion,papers,multimodal emotion recognition in response to oil paintings
scopus,emotion,papers,"deep learning-based multimodal emotion recognition from audio, visual, and text modalities: a systematic review of recent advancements and future prospects"
scopus,emotion,papers,multimodal feature extraction and fusion for emotional reaction intensity estimation and expression classification in videos with transformers
scopus,emotion,papers,exploiting fine-tuning of self-supervised learning models for improving bi-modal sentiment analysis and emotion recognition
scopus,emotion,papers,gcfn: a novel network for integrating contextual and speaker state information in multimodal emotion recognition
scopus,emotion,papers,multimodal emotion recognition and sentiment analysis using masked attention and multimodal interaction
scopus,emotion,papers,detecting music-induced emotion based on acoustic analysis and physiological sensing: a multimodal approach
scopus,emotion,papers,emotional video captioning with vision-based emotion interpretation network
scopus,emotion,papers,emotion recognition based on multiple physiological signals
scopus,emotion,papers,a social emotion classification approach using multi-model fusion
scopus,emotion,papers,multimodal neurophysiological transformer for emotion recognition
scopus,emotion,papers,emoffmeme: identifying offensive memes by leveraging underlying emotions
scopus,emotion,papers,survey of deep learning based multimodal emotion recognition
scopus,emotion,papers,a three-stage multimodal emotion recognition network based on text low-rank fusion
scopus,emotion,papers,learning what and when to drop: adaptive multimodal and contextual dynamics for emotion recognition in conversation
scopus,emotion,papers,emo react: a multimodal approach and dataset for recognizing emotional responses in children
scopus,emotion,papers,detection of conversational health in a multimodal conversation graph by measuring emotional concordance
scopus,emotion,papers,agreement and disagreement between major emotion recognition systems
scopus,emotion,papers,emo-bert: a multi-modal teacher speech emotion recognition method
scopus,emotion,papers,multimodal emotion recognition based on manifold learning and convolution neural network
scopus,emotion,papers,speech expression multimodal emotion recognition based on deep belief network
scopus,emotion,papers,optimal set of eeg features for emotional state classification and trajectory visualization in parkinson's disease
scopus,emotion,papers,improved multimodal emotion recognition for better game-based learning
scopus,emotion,papers,token-disentangling mutual transformer for multimodal emotion recognition
scopus,emotion,papers,you made me feel this way: investigating partners' influence in predicting emotions in couples' conflict interactions using speech data
scopus,emotion,papers,multimodal classification of emotions in latin music
scopus,emotion,papers,data augmentation for audio–visual emotion recognition with an efficient multimodal conditional gan
scopus,emotion,papers,1d convolutional autoencoder-based ppg and gsr signals for real-time emotion classification
scopus,emotion,papers,er-mrl: emotion recognition based on multimodal representation learning
scopus,emotion,papers,semi-supervised multi-modal emotion recognition with cross-modal distribution matching
scopus,emotion,papers,lstm for dynamic emotion and group emotion recognition in the wild
scopus,emotion,papers,fmfn: a fuzzy multimodal fusion network for emotion recognition in ensemble conducting
scopus,emotion,papers,the decadal perspective of facial emotion processing and recognition: a survey
scopus,emotion,papers,aspect-based emotion analysis and multimodal coreference: a case study of customer comments on adidas instagram posts
scopus,emotion,papers,sentiment and emotion analysis for effective human-machine interaction during covid-19 pandemic
scopus,emotion,papers,emotion classification through speech data analysis
scopus,emotion,papers,comprehensive multisource learning network for cross-subject multimodal emotion recognition
scopus,emotion,papers,a multi-level alignment and cross-modal unified semantic graph refinement network for conversational emotion recognition
scopus,emotion,papers,self-adaptive context and modal-interaction modeling for multimodal emotion recognition
scopus,emotion,papers,emotion recognition for human-robot interaction: recent advances and future perspectives
scopus,emotion,papers,isla: temporal segmentation and labeling for audio-visual emotion recognition
scopus,emotion,papers,wearable biosensor network enabled multimodal daily-life emotion recognition employing reputation-driven imbalanced fuzzy classification
scopus,emotion,papers,multistage linguistic conditioning of convolutional layers for speech emotion recognition
scopus,emotion,papers,dynamicmbfn: dynamic multimodal bottleneck fusion network for multimodal emotion recognition
scopus,emotion,papers,dual memory fusion for multimodal speech emotion recognition
scopus,emotion,papers,multimodal depression detection network based on emotional and behavioral features in conversations
scopus,emotion,papers,multimodal emotion recognition using deep learning architectures
scopus,emotion,papers,conversational emotion recognition studies based on graph convolutional neural networks and a dependent syntactic analysis
scopus,emotion,papers,the omg-emotion behavior dataset
scopus,emotion,papers,"meisd: a multimodal multi-label emotion, intensity and sentiment dialogue dataset for emotion recognition and sentiment analysis in conversations"
scopus,emotion,papers,haan-erc: hierarchical adaptive attention network for multimodal emotion recognition in conversation
scopus,emotion,papers,a mapping on current classifying categories of emotions used in multimodal models for emotion recognition
scopus,emotion,papers,emotional resonance in brainwaves: eeg based classification of emotional dynamics
scopus,emotion,papers,research on multimodal emotion recognition based on fusion of electroencephalogram and electrooculography
scopus,emotion,papers,graph to grid: learning deep representations for multimodal emotion recognition
scopus,emotion,papers,cmcf-srnet: a cross-modality context fusion and semantic refinement network for emotion recognition in conversation
scopus,emotion,papers,"a systematic review on multimodal emotion recognition: building blocks, current state, applications, and challenges"
scopus,emotion,papers,muse: a multimodal dataset of stressed emotion
scopus,emotion,papers,combining facial expressions and electroencephalography to enhance emotion recognition
scopus,emotion,papers,multi-modal emotion recognition based on hypergraph
scopus,emotion,papers,'biovid emo db': a multimodal database for emotion analyses validated by subjective ratings
scopus,emotion,papers,"summary of muse 2020: multimodal sentiment analysis, emotion-target engagement and trustworthiness detection in real-life media"
scopus,emotion,papers,audio-video fusion with double attention for multimodal emotion recognition
scopus,emotion,papers,referemo: a referential quasi-multimodal model for multilabel emotion classification
scopus,emotion,papers,"deep learning analysis of mobile physiological, environmental and location sensor data for emotion detection"
scopus,emotion,papers,contactless human emotion analysis across different modalities
scopus,emotion,papers,multimodal data collection system for driver emotion recognition based on self-reporting in real-world driving
scopus,emotion,papers,cross-modal guiding neural network for multimodal emotion recognition from eeg and eye movement signals
scopus,emotion,papers,multimodal emotion recognition using contextualized audio information and ground transcripts on multiple datasets
scopus,emotion,papers,a multi-modal driver emotion dataset and study: including facial expressions and synchronized physiological signals
scopus,emotion,papers,attention information fusion emotion analysis model based on bilstm-bert
scopus,emotion,papers,a distributed ensemble machine learning technique for emotion classification from vocal cues
scopus,emotion,papers,combining feature-level and decision-level fusion in a hierarchical classifier for emotion recognition in the wild
scopus,emotion,papers,bimodal emotion recognition based on vocal and facial features
scopus,emotion,papers,fusionsense: emotion classification using feature fusion of multimodal data and deep learning in a brain-inspired spiking neural network
scopus,emotion,papers,consk-gcn: conversational semantic- and knowledge-oriented graph convolutional network for multimodal emotion recognition
scopus,emotion,papers,multimodal emotion recognition based on audio and text by using hybrid attention networks
scopus,emotion,papers,multimodal multifaceted music emotion recognition based on self-attentive fusion of psychology-inspired symbolic and acoustic features
scopus,emotion,papers,real-time human-music emotional interaction based on deep learning and multimodal sentiment analysis
scopus,emotion,papers,visual emotion representation learning via emotion-aware pre-training
scopus,emotion,papers,hierarchical multimodal transformer with localness and speaker aware attention for emotion recognition in conversations
scopus,emotion,papers,audio-visual fusion network based on conformer for multimodal emotion recognition
scopus,emotion,papers,multimodal emotion recognition via convolutional neural networks: comparison of different strategies on two multimodal datasets
scopus,emotion,papers,contextual and cross-modal interaction for multi-modal speech emotion recognition
scopus,emotion,papers,robinnet: a multimodal speech emotion recognition system with speaker recognition for social interactions
scopus,emotion,papers,"multimodal emotion recognition in video, audio, and text using deep and transfer learning"
scopus,emotion,papers,ser30k: a large-scale dataset for sticker emotion recognition
scopus,emotion,papers,multimodal architecture for emotion prediction in videos using ensemble learning
scopus,emotion,papers,non-acted text and keystrokes database and learning methods to recognize emotions
scopus,emotion,papers,multi-modal residual perceptron network for audio–video emotion recognition
scopus,emotion,papers,user emotion recognition method based on facial expression and speech signal fusion
scopus,emotion,papers,cross-modal fusion techniques for utterance-level emotion recognition from text and speech
scopus,emotion,papers,vreed: virtual reality emotion recognition dataset using eye tracking and physiological measures
scopus,emotion,papers,local domain generalization with low-rank constraint for eeg-based emotion recognition
scopus,emotion,papers,on using physiological sensors and ai to monitor emotions in a bug-hunting game
scopus,emotion,machine_learning,emotion recognition based on multi-modal physiological signals and transfer learning
scopus,emotion,machine_learning,"a multitask learning model for multimodal sarcasm, sentiment and emotion recognition in conversations"
scopus,emotion,machine_learning,graph theoretical analysis of eeg functional connectivity patterns and fusion with physiological signals for emotion recognition
scopus,emotion,machine_learning,contrastive learning based modality-invariant feature acquisition for robust multimodal emotion recognition with missing modalities
scopus,emotion,machine_learning,multilevel transformer for multimodal emotion recognition
scopus,emotion,machine_learning,"the muse 2022 multimodal sentiment analysis challenge: humor, emotional reactions, and stress"
scopus,emotion,machine_learning,"multimodal emotion recognition based on the fusion of vision, eeg, ecg, and emg signals"
scopus,emotion,machine_learning,review of eye tracking metrics involved in emotional and cognitive processes
scopus,emotion,machine_learning,multi-modal emotion recognition using speech features and text-embedding
scopus,emotion,machine_learning,emotion-based reinforcement attention network for depression detection on social media: algorithm development and validation
scopus,emotion,machine_learning,multi-modal fusion emotion recognition method of speech expression based on deep learning
scopus,emotion,machine_learning,adversarial alignment and graph fusion via information bottleneck for multimodal emotion recognition in conversations
scopus,emotion,machine_learning,mmrbn: rule-based network for multimodal emotion recognition
scopus,emotion,machine_learning,recognition of human inner emotion based on two-stage fca-relieff feature optimization
scopus,emotion,machine_learning,integrating representation subspace mapping with unimodal auxiliary loss for attention-based multimodal emotion recognition
scopus,emotion,machine_learning,human emotion recognition by integrating facial and speech features: an implementation of multimodal framework using cnn
scopus,emotion,machine_learning,subject wise data augmentation based on balancing factor for quaternary emotion recognition through hybrid deep learning model
scopus,emotion,machine_learning,learning fine-grained cross modality excitement for speech emotion recognition
scopus,emotion,machine_learning,a high speed inference architecture for multimodal emotion recognition based on sparse cross modal encoder
scopus,emotion,machine_learning,enhanced multimodal emotion recognition in healthcare analytics: a deep learning based model-level fusion approach
scopus,emotion,machine_learning,multi-modal based fusion emotion identification using inception v3 algorithm
scopus,emotion,machine_learning,multimodal facial emotion recognition using improved convolution neural networks model
scopus,emotion,machine_learning,vedanet: a dense blocked network for visual emotion analysis in multimedia retrieval
scopus,emotion,machine_learning,audio and video-based emotion recognition using multimodal transformers
scopus,emotion,machine_learning,deep learning-based automated emotion recognition using multi modal physiological signals and time-frequency methods
scopus,emotion,machine_learning,multimodal individual emotion recognition with joint labeling based on integrated learning and clustering
scopus,emotion,machine_learning,speech emotion recognition using multimodal feature fusion with machine learning approach
scopus,emotion,machine_learning,deep residual adaptive neural network based feature extraction for cognitive computing with multimodal sentiment sensing and emotion recognition process
scopus,emotion,machine_learning,multimodal emotional state recognition using sequence-dependent deep hierarchical features
scopus,emotion,machine_learning,a multimodal shared network with a cross-modal distribution constraint for continuous emotion recognition
scopus,emotion,machine_learning,music emotion analysis based on multimodal intelligence
scopus,emotion,machine_learning,a deep residual-based model on multi-branch aggregation for stress and emotion recognition through biosignals
scopus,emotion,machine_learning,privacy enhanced multimodal neural representations for emotion recognition
scopus,emotion,machine_learning,empirical study of emotional state recognition using multimodal fusion framework
scopus,emotion,machine_learning,cross-cultural emotion recognition with eeg and eye movement signals based on multiple stacked broad learning system
scopus,emotion,machine_learning,an audio processing approach using ensemble learning for speech-emotion recognition for children with asd
scopus,emotion,machine_learning,muti-modal emotion recognition via hierarchical knowledge distillation
scopus,emotion,machine_learning,cross-modality learning by exploring modality interactions for emotion reasoning
scopus,emotion,machine_learning,heterogeneous convolutional neural networks for emotion recognition combined with multimodal factorised bilinear pooling and mobile application recommendation
scopus,emotion,machine_learning,enterprise strategic management from the perspective of business ecosystem construction based on multimodal emotion recognition
scopus,emotion,machine_learning,multimodal cross- and self-attention network for speech emotion recognition
scopus,emotion,machine_learning,a multimodal teacher speech emotion recognition method in the smart classroom
scopus,emotion,machine_learning,multimodal emotion recognition in multi-cultural conditions
scopus,emotion,machine_learning,context-aware based visual-audio feature fusion for emotion recognition
scopus,emotion,machine_learning,multimodal music emotion recognition with hierarchical cross-modal attention network
scopus,emotion,machine_learning,emotion recognition based on multimodal physiological signals using spiking feed-forward neural networks
scopus,emotion,machine_learning,fusing pairwise modalities for emotion recognition in conversations
scopus,emotion,machine_learning,deep emotion recognition through upper body movements and facial expression
scopus,emotion,machine_learning,canonical correlation analysis for data fusion in multimodal emotion recognition
scopus,emotion,machine_learning,context-aware multimodal fusion for emotion recognition
scopus,emotion,machine_learning,a hybrid deep learning emotion classification system using multimodal data
scopus,emotion,machine_learning,human emotion recognition using deep belief network architecture
scopus,emotion,machine_learning,judging the emotional states of customer service staff in the workplace: a multimodal dataset analysis
scopus,emotion,machine_learning,multimodal prompt learning in emotion recognition using context and audio information
scopus,emotion,machine_learning,incongruity-aware multimodal physiology signals fusion for emotion recognition
scopus,emotion,machine_learning,emotion generation method in online physical education teaching based on data mining of teacher-student interactions
scopus,emotion,machine_learning,mutual correlation attentive factors in dyadic fusion networks for speech emotion recognition
scopus,emotion,machine_learning,animated pedagogical agents performing affective gestures extracted from the gemep dataset: can people recognize their emotions?
scopus,emotion,machine_learning,modality encoded latent dataset for emotion recognition
scopus,emotion,machine_learning,attentively-coupled long short-term memory for audio-visual emotion recognition
scopus,emotion,machine_learning,mindlink-eumpy: an open-source python toolbox for multimodal emotion recognition
scopus,emotion,machine_learning,emersk -explainable multimodal emotion recognition with situational knowledge
scopus,emotion,machine_learning,comparative deep network analysis of speech emotion recognition models using data augmentation
scopus,emotion,machine_learning,design of a hierarchy modular neural network and its application in multimodal emotion recognition
scopus,emotion,machine_learning,symbolic graphic emotion design in gift packaging based on multimodal emotion fusion
scopus,emotion,machine_learning,a method of multimodal emotion recognition in video learning based on knowledge enhancement
scopus,emotion,machine_learning,deep neural networks for comprehensive multimodal emotion recognition
scopus,emotion,machine_learning,cold fusion: calibrated and ordinal latent distribution fusion for uncertainty-aware multimodal emotion recognition
scopus,emotion,machine_learning,hybrid mutimodal fusion for dimensional emotion recognition
scopus,emotion,machine_learning,becmer: a fusion model using bert and cnn for music emotion recognition
scopus,emotion,machine_learning,fusing generative adversarial network and temporal convolutional network for mandarin emotion recognition
scopus,emotion,machine_learning,stacked auto-encoder optimized emotion recognition in multimodal wearable biosensor network
scopus,emotion,machine_learning,two birds with one stone: knowledge-embedded temporal convolutional transformer for depression detection and emotion recognition
scopus,emotion,machine_learning,towards emotion-aided multi-modal dialogue act classification
scopus,emotion,machine_learning,revisiting disentanglement and fusion on modality and context in conversational multimodal emotion recognition
scopus,emotion,machine_learning,a new tool for gestural action recognition to support decisions in emotional framework
scopus,emotion,machine_learning,attention-based multimodal sentiment analysis and emotion recognition using deep neural networks
scopus,emotion,machine_learning,maximum weight multi-modal information fusion algorithm of electroencephalographs and face images for emotion recognition
scopus,emotion,machine_learning,"multimodal emotion recognition based on facial expressions, speech, and eeg"
scopus,emotion,machine_learning,"the muse 2021 multimodal sentiment analysis challenge: sentiment, emotion, physiological-emotion, and stress"
scopus,emotion,machine_learning,multimodal emotion detection via attention-based fusion of extracted facial and speech features
scopus,emotion,machine_learning,multimodal group emotion recognition in-the-wild using privacy-compliant features
scopus,emotion,machine_learning,human emotion detection with electroencephalography signals and accuracy analysis using feature fusion techniques and a multimodal approach for multiclass classification
scopus,emotion,machine_learning,exploring emotion and sentiment landscape of depression: a multimodal analysis approach
scopus,emotion,machine_learning,objectivity meets subjectivity: a subjective and objective feature fused neural network for emotion recognition
scopus,emotion,machine_learning,a multimodal emotion recognition system using deep convolution neural networks
scopus,emotion,machine_learning,bio-signal based multimodal fusion with bilinear model for emotion recognition
scopus,emotion,machine_learning,deep learning based data fusion methods for multimodal emotion recognition
scopus,emotion,machine_learning,multimodal emotion recognition with temporal and semantic consistency
scopus,emotion,machine_learning,exploring cross-modal inconsistency in entities and emotions for multimodal fake news detection
scopus,emotion,machine_learning,attending to emotional narratives
scopus,emotion,machine_learning,multimodal rough set transformer for sentiment analysis and emotion recognition
scopus,emotion,machine_learning,multi-head attention fusion networks for multi-modal speech emotion recognition
scopus,emotion,machine_learning,multimodal emotion recognition using heterogeneous ensemble techniques
scopus,emotion,machine_learning,augmenting ecg data with multiple filters for a better emotion recognition system
scopus,emotion,machine_learning,classification of five emotions from eeg and eye movement signals: discrimination ability and stability over time
scopus,emotion,machine_learning,multimodal emotion recognition on ravdess dataset using transfer learning
scopus,emotion,machine_learning,audio-visual emotion recognition with preference learning based on intended and multi-modal perceived labels
scopus,emotion,machine_learning,multimodal emotion recognition using transfer learning on audio and text data
scopus,emotion,machine_learning,multimodal emotion recognition using cross-modal attention and 1d convolutional neural networks
scopus,emotion,machine_learning,deep learning-based late fusion of multimodal information for emotion classification of music video
scopus,emotion,machine_learning,pspn: pseudo-siamese pyramid network for multimodal emotion analysis
